"ordernumber","quantityordered","priceeach","sales","orderdate","productline","productcode","customername","totalrevenue"
10333,33,"73.69","2431.77","2004-11-18","Trucks And Buses","S32_3522","Mini Wheels Co.","2431.77"
10348,31,"100","3139.99","2004-11-01","Trucks And Buses","S32_3522","Corrida Auto Replicas, Ltd","3100"
10358,36,"100","5669.64","2004-12-10","Trucks And Buses","S32_3522","Euro Shopping Channel","3600"
10210,39,"59.16","2307.24","2004-01-12","Vintage Cars","S32_4289","Osaka Souveniers Co.","2307.24"
10223,20,"66.04","1320.8","2004-02-20","Vintage Cars","S32_4289","Australian Collectors, Co.","1320.8000000000002"
10235,34,"77.73","2642.82","2004-04-02","Vintage Cars","S32_4289","Royal Canadian Collectables, Ltd.","2642.82"
10250,50,"61.22","3061","2004-05-11","Vintage Cars","S32_4289","The Sharp Gifts Warehouse","3061"
10262,40,"79.11","3164.4","2004-06-24","Vintage Cars","S32_4289","Euro Shopping Channel","3164.4"
10275,28,"63.97","1791.16","2004-07-23","Vintage Cars","S32_4289","La Rochelle Gifts","1791.1599999999999"
10284,50,"81.86","4093","2004-08-21","Vintage Cars","S32_4289","Norway Gifts By Mail, Co.","4093"
10297,28,"79.8","2234.4","2004-09-16","Vintage Cars","S32_4289","Clover Collections, Co.","2234.4"
10308,46,"66.04","3037.84","2004-10-15","Vintage Cars","S32_4289","Mini Classics","3037.84"
10316,24,"59.16","1419.84","2004-11-01","Vintage Cars","S32_4289","Giftsbymail.Co.Uk","1419.84"
10328,24,"81.17","1948.08","2004-11-12","Vintage Cars","S32_4289","Rovelli Gifts","1948.08"
10340,39,"59.16","2307.24","2004-11-24","Vintage Cars","S32_4289","Enaco Distributors","2307.24"
10353,40,"44.51","1780.4","2004-12-04","Vintage Cars","S32_4289","Gift Ideas Corp.","1780.3999999999999"
10361,49,"72.33","3544.17","2004-12-17","Vintage Cars","S32_4289","Souveniers And Things Co.","3544.17"
10211,37,"100","4040.03","2004-01-15","Motorcycles","S32_4485","Auto Canal Petit","3700"
10224,30,"100","3336.9","2004-02-21","Motorcycles","S32_4485","Daedalus Designs Imports","3000"
10237,27,"100","3113.64","2004-04-05","Motorcycles","S32_4485","Vitachrome Inc.","2700"
10252,25,"100","2832","2004-05-26","Motorcycles","S32_4485","Auto Canal Petit","2500"
10264,34,"97.97","3330.98","2004-06-30","Motorcycles","S32_4485","Gifts4Allages.Com","3330.98"
10276,38,"100","4304.64","2004-08-02","Motorcycles","S32_4485","Online Mini Collectables","3800"
10285,26,"100","2600.26","2004-08-27","Motorcycles","S32_4485","Marta'S Replicas Co.","2600"
10299,38,"100","4382.16","2004-09-30","Motorcycles","S32_4485","Toys Of Finland, Co.","3800"
10309,50,"84.7","4235","2004-10-15","Motorcycles","S32_4485","Baane Mini Imports","4235"
10319,22,"100","2626.8","2004-11-03","Motorcycles","S32_4485","Microscale Inc.","2200"
10331,32,"100","5026.56","2004-11-17","Motorcycles","S32_4485","Motor Mint Distributors Inc.","3200"
10341,31,"71.02","2201.62","2004-11-24","Motorcycles","S32_4485","Salzburg Collectables","2201.62"
10355,40,"100","4326.8","2004-12-07","Motorcycles","S32_4485","Euro Shopping Channel","4000"
10210,43,"41.02","1763.86","2004-01-12","Vintage Cars","S50_1341","Osaka Souveniers Co.","1763.8600000000001"
10223,41,"46.26","1896.66","2004-02-20","Vintage Cars","S50_1341","Australian Collectors, Co.","1896.6599999999999"
10235,41,"35.35","1449.35","2004-04-02","Vintage Cars","S50_1341","Royal Canadian Collectables, Ltd.","1449.3500000000001"
10250,36,"51.93","1869.48","2004-05-11","Vintage Cars","S50_1341","The Sharp Gifts Warehouse","1869.48"
10262,49,"37.97","1860.53","2004-06-24","Vintage Cars","S50_1341","Euro Shopping Channel","1860.53"
10275,38,"45.39","1724.82","2004-07-23","Vintage Cars","S50_1341","La Rochelle Gifts","1724.82"
10284,33,"51.93","1713.69","2004-08-21","Vintage Cars","S50_1341","Norway Gifts By Mail, Co.","1713.69"
10296,26,"48.44","1259.44","2004-09-15","Vintage Cars","S50_1341","Bavarian Collectables Imports, Co.","1259.44"
10308,47,"43.64","2051.08","2004-10-15","Vintage Cars","S50_1341","Mini Classics","2051.08"
10316,34,"47.57","1617.38","2004-11-01","Vintage Cars","S50_1341","Giftsbymail.Co.Uk","1617.38"
10328,34,"51.93","1765.62","2004-11-12","Vintage Cars","S50_1341","Rovelli Gifts","1765.62"
10340,40,"50.62","2024.8","2004-11-24","Vintage Cars","S50_1341","Enaco Distributors","2024.8"
10353,40,"82.21","3288.4","2004-12-04","Vintage Cars","S50_1341","Gift Ideas Corp.","3288.3999999999996"
10361,33,"82.59","2725.47","2004-12-17","Vintage Cars","S50_1341","Souveniers And Things Co.","2725.4700000000003"
10220,37,"100","3983.05","2004-02-12","Trucks And Buses","S50_1392","Clover Collections, Co.","3700"
10230,34,"100","3974.94","2004-03-15","Trucks And Buses","S50_1392","Blauer See Auto, Co.","3400"
10246,22,"100","2928.42","2004-05-05","Trucks And Buses","S50_1392","Euro Shopping Channel","2200"
10259,29,"100","3054.57","2004-06-15","Trucks And Buses","S50_1392","Handji Gifts& Co","2900"
10271,34,"98.39","3345.26","2004-07-20","Trucks And Buses","S50_1392","Mini Gifts Distributors Ltd.","3345.26"
10282,38,"100","4310.72","2004-08-20","Trucks And Buses","S50_1392","Mini Gifts Distributors Ltd.","3800"
10292,41,"100","4983.14","2004-09-08","Trucks And Buses","S50_1392","Land Of Toys Inc.","4100"
10305,42,"100","4618.32","2004-10-13","Trucks And Buses","S50_1392","Marta'S Replicas Co.","4200"
10314,28,"100","3403.12","2004-10-22","Trucks And Buses","S50_1392","Heintze Collectables","2800"
10325,38,"100","5190.42","2004-11-05","Trucks And Buses","S50_1392","Baane Mini Imports","3800"
10336,23,"100","3141.57","2004-11-20","Trucks And Buses","S50_1392","La Corne D'Abondance, Co.","2300"
10350,31,"71.4","2213.4","2004-12-02","Trucks And Buses","S50_1392","Euro Shopping Channel","2213.4"
10359,46,"100","4896.7","2004-12-15","Trucks And Buses","S50_1392","Reims Collectables","4600"
10208,30,"65.61","1968.3","2004-01-02","Trains","S50_1514","Saveley & Henriot, Co.","1968.3"
10220,30,"68.54","2056.2","2004-02-12","Trains","S50_1514","Clover Collections, Co.","2056.2000000000003"
10230,43,"52.14","2242.02","2004-03-15","Trains","S50_1514","Blauer See Auto, Co.","2242.02"
10247,49,"63.85","3128.65","2004-05-05","Trains","S50_1514","Suominen Souveniers","3128.65"
10272,43,"56.82","2443.26","2004-07-20","Trains","S50_1514","Diecast Classics Inc.","2443.26"
10282,37,"66.78","2470.86","2004-08-20","Trains","S50_1514","Mini Gifts Distributors Ltd.","2470.86"
10292,35,"55.07","1927.45","2004-09-08","Trains","S50_1514","Land Of Toys Inc.","1927.45"
10306,34,"60.34","2051.56","2004-10-14","Trains","S50_1514","Av Stores, Co.","2051.56"
10314,38,"61.51","2337.38","2004-10-22","Trains","S50_1514","Heintze Collectables","2337.38"
10325,44,"100","5932.96","2004-11-05","Trains","S50_1514","Baane Mini Imports","4400"
10337,21,"100","2296.77","2004-11-21","Trains","S50_1514","Classic Legends Inc.","2100"
10350,44,"100","6490.88","2004-12-02","Trains","S50_1514","Euro Shopping Channel","4400"
10359,25,"64.93","1623.25","2004-12-15","Trains","S50_1514","Reims Collectables","1623.2500000000002"
10211,40,"80.55","3222","2004-01-15","Motorcycles","S50_4713","Auto Canal Petit","3222"
10224,50,"77.29","3864.5","2004-02-21","Motorcycles","S50_4713","Daedalus Designs Imports","3864.5000000000005"
10237,20,"68.34","1366.8","2004-04-05","Motorcycles","S50_4713","Vitachrome Inc.","1366.8000000000002"
10252,48,"72.41","3475.68","2004-05-26","Motorcycles","S50_4713","Auto Canal Petit","3475.68"
10264,47,"89.5","4206.5","2004-06-30","Motorcycles","S50_4713","Gifts4Allages.Com","4206.5"
10276,21,"70.78","1486.38","2004-08-02","Motorcycles","S50_4713","Online Mini Collectables","1486.38"
10285,39,"78.92","3077.88","2004-08-27","Motorcycles","S50_4713","Marta'S Replicas Co.","3077.88"
10299,44,"80.55","3544.2","2004-09-30","Motorcycles","S50_4713","Toys Of Finland, Co.","3544.2"
10309,28,"88.68","2483.04","2004-10-15","Motorcycles","S50_4713","Baane Mini Imports","2483.04"
10319,45,"77.29","3478.05","2004-11-03","Motorcycles","S50_4713","Microscale Inc.","3478.05"
10331,20,"100","3657.8","2004-11-17","Motorcycles","S50_4713","Motor Mint Distributors Inc.","2000"
10341,38,"100","4682.36","2004-11-24","Motorcycles","S50_4713","Salzburg Collectables","3800"
10356,26,"100","3937.7","2004-12-09","Motorcycles","S50_4713","Lyon Souveniers","2600"
10208,38,"74.67","2837.46","2004-01-02","Ships","S700_1138","Saveley & Henriot, Co.","2837.46"
10222,31,"62.67","1942.77","2004-02-19","Ships","S700_1138","Collectable Mini Designs Co.","1942.77"
10233,36,"70.67","2544.12","2004-03-29","Ships","S700_1138","Tekni Collectables Inc.","2544.12"
10248,36,"71.34","2568.24","2004-05-07","Ships","S700_1138","Land Of Toys Inc.","2568.2400000000002"
10261,34,"62","2108","2004-06-17","Ships","S700_1138","Quebec Home Shopping Network","2108"
10273,21,"65.34","1372.14","2004-07-21","Ships","S700_1138","Petit Auto","1372.14"
10283,45,"78.67","3540.15","2004-08-20","Ships","S700_1138","Royal Canadian Collectables, Ltd.","3540.15"
10295,26,"75.34","1958.84","2004-09-10","Ships","S700_1138","Gifts4Allages.Com","1958.8400000000001"
10306,50,"54","2700","2004-10-14","Ships","S700_1138","Av Stores, Co.","2700"
10315,41,"62","2542","2004-10-29","Ships","S700_1138","La Rochelle Gifts","2542"
10326,39,"60","2340","2004-11-09","Ships","S700_1138","Volvo Model Replicas, Co","2340"
10339,22,"100","2816.44","2004-11-23","Ships","S700_1138","Tokyo Collectables, Ltd","2200"
10350,46,"76.67","3526.82","2004-12-02","Ships","S700_1138","Euro Shopping Channel","3526.82"
10210,21,"78.55","1649.55","2004-01-12","Planes","S700_1691","Osaka Souveniers Co.","1649.55"
10223,25,"100","2534.75","2004-02-20","Planes","S700_1691","Australian Collectors, Co.","2500"
10235,25,"100","2580.25","2004-04-02","Planes","S700_1691","Royal Canadian Collectables, Ltd.","2500"
10250,31,"91.34","2831.54","2004-05-11","Planes","S700_1691","The Sharp Gifts Warehouse","2831.54"
10262,40,"84.03","3361.2","2004-06-24","Planes","S700_1691","Euro Shopping Channel","3361.2"
10275,32,"89.51","2864.32","2004-07-23","Planes","S700_1691","La Rochelle Gifts","2864.32"
10284,24,"83.12","1994.88","2004-08-21","Planes","S700_1691","Norway Gifts By Mail, Co.","1994.88"
10296,42,"100","4296.6","2004-09-15","Planes","S700_1691","Bavarian Collectables Imports, Co.","4200"
10308,21,"100","2224.95","2004-10-15","Planes","S700_1691","Mini Classics","2100"
10316,34,"82.21","2795.14","2004-11-01","Planes","S700_1691","Giftsbymail.Co.Uk","2795.14"
10328,27,"100","2762.1","2004-11-12","Planes","S700_1691","Rovelli Gifts","2700"
10340,30,"88.6","2658","2004-11-24","Planes","S700_1691","Enaco Distributors","2658"
10353,39,"100","5043.87","2004-12-04","Planes","S700_1691","Gift Ideas Corp.","3900"
10361,20,"60.54","1210.8","2004-12-17","Planes","S700_1691","Souveniers And Things Co.","1210.8"
10208,40,"80.55","3222","2004-01-02","Ships","S700_1938","Saveley & Henriot, Co.","3222"
10221,23,"97","2231","2004-02-18","Ships","S700_1938","Petit Auto","2231"
10232,26,"88.34","2296.84","2004-03-20","Ships","S700_1938","Giftsbymail.Co.Uk","2296.84"
10248,40,"100","4157.2","2004-05-07","Ships","S700_1938","Land Of Toys Inc.","4000"
10273,21,"100","2146.2","2004-07-21","Ships","S700_1938","Petit Auto","2100"
10282,43,"86.61","3724.23","2004-08-20","Ships","S700_1938","Mini Gifts Distributors Ltd.","3724.23"
10293,29,"71.89","2084.81","2004-09-09","Ships","S700_1938","Amica Models & Co.","2084.81"
10306,38,"91.81","3488.78","2004-10-14","Ships","S700_1938","Av Stores, Co.","3488.78"
10314,23,"76.22","1753.06","2004-10-22","Ships","S700_1938","Heintze Collectables","1753.06"
10327,20,"100","3469.2","2004-11-10","Ships","S700_1938","Danish Wholesale Imports","2000"
10337,36,"70.3","2530.8","2004-11-21","Ships","S700_1938","Classic Legends Inc.","2530.7999999999997"
10350,28,"100","2924.32","2004-12-02","Ships","S700_1938","Euro Shopping Channel","2800"
10209,33,"88.71","2927.43","2004-01-09","Ships","S700_2047","Men 'R' Us Retailers, Ltd.","2927.43"
10222,26,"100","2659.54","2004-02-19","Ships","S700_2047","Collectable Mini Designs Co.","2600"
10249,40,"95.95","3838","2004-05-08","Ships","S700_2047","Cambridge Collectables Co.","3838"
10262,44,"94.14","4142.16","2004-06-24","Ships","S700_2047","Euro Shopping Channel","4142.16"
10274,24,"90.52","2172.48","2004-07-21","Ships","S700_2047","Collectables For Less Inc.","2172.48"
10283,20,"94.14","1882.8","2004-08-20","Ships","S700_2047","Royal Canadian Collectables, Ltd.","1882.8"
10296,34,"100","3477.86","2004-09-15","Ships","S700_2047","Bavarian Collectables Imports, Co.","3400"
10307,34,"97.76","3323.84","2004-10-14","Ships","S700_2047","Classic Gift Ideas, Inc","3323.84"
10316,45,"93.24","4195.8","2004-11-01","Ships","S700_2047","Giftsbymail.Co.Uk","4195.8"
10328,41,"100","4156.58","2004-11-12","Ships","S700_2047","Rovelli Gifts","4100"
10339,55,"71.25","3918.75","2004-11-23","Ships","S700_2047","Tokyo Collectables, Ltd","3918.75"
10352,23,"100","2352.67","2004-12-03","Ships","S700_2047","Auto-Moto Classics Inc.","2300"
10361,24,"45.39","1089.36","2004-12-17","Ships","S700_2047","Souveniers And Things Co.","1089.3600000000001"
10210,26,"99.72","2592.72","2004-01-12","Planes","S700_2466","Osaka Souveniers Co.","2592.72"
10222,37,"87.75","3246.75","2004-02-19","Planes","S700_2466","Collectable Mini Designs Co.","3246.75"
10235,38,"88.75","3372.5","2004-04-02","Planes","S700_2466","Royal Canadian Collectables, Ltd.","3372.5"
10250,35,"100","3909.15","2004-05-11","Planes","S700_2466","The Sharp Gifts Warehouse","3500"
10262,33,"90.75","2994.75","2004-06-24","Planes","S700_2466","Euro Shopping Channel","2994.75"
10275,39,"100","4472.52","2004-07-23","Planes","S700_2466","La Rochelle Gifts","3900"
10284,45,"100","4576.95","2004-08-21","Planes","S700_2466","Norway Gifts By Mail, Co.","4500"
10296,24,"100","2441.04","2004-09-15","Planes","S700_2466","Bavarian Collectables Imports, Co.","2400"
10308,35,"88.75","3106.25","2004-10-15","Planes","S700_2466","Mini Classics","3106.25"
10316,23,"100","2706.41","2004-11-01","Planes","S700_2466","Giftsbymail.Co.Uk","2300"
10328,37,"100","4021.53","2004-11-12","Planes","S700_2466","Rovelli Gifts","3700"
10340,55,"87.75","4826.25","2004-11-24","Planes","S700_2466","Enaco Distributors","4826.25"
10352,49,"100","4935.28","2004-12-03","Planes","S700_2466","Auto-Moto Classics Inc.","4900"
10361,26,"100","2754.7","2004-12-17","Planes","S700_2466","Souveniers And Things Co.","2600"
10208,46,"74.45","3424.7","2004-01-02","Ships","S700_2610","Saveley & Henriot, Co.","3424.7000000000003"
10222,36,"80.95","2914.2","2004-02-19","Ships","S700_2610","Collectable Mini Designs Co.","2914.2000000000003"
10233,29,"82.4","2389.6","2004-03-29","Ships","S700_2610","Tekni Collectables Inc.","2389.6000000000004"
10248,32,"75.89","2428.48","2004-05-07","Ships","S700_2610","Land Of Toys Inc.","2428.48"
10261,44,"68.67","3021.48","2004-06-17","Ships","S700_2610","Quebec Home Shopping Network","3021.48"
10273,42,"62.16","2610.72","2004-07-21","Ships","S700_2610","Petit Auto","2610.72"
10283,47,"65.77","3091.19","2004-08-20","Ships","S700_2610","Royal Canadian Collectables, Ltd.","3091.1899999999996"
10295,44,"58.55","2576.2","2004-09-10","Ships","S700_2610","Gifts4Allages.Com","2576.2"
10306,43,"75.17","3232.31","2004-10-14","Ships","S700_2610","Av Stores, Co.","3232.31"
10316,48,"74.45","3573.6","2004-11-01","Ships","S700_2610","Giftsbymail.Co.Uk","3573.6000000000004"
10327,21,"96.31","2022.51","2004-11-10","Ships","S700_2610","Danish Wholesale Imports","2022.51"
10339,50,"74.35","3717.5","2004-11-23","Ships","S700_2610","Tokyo Collectables, Ltd","3717.4999999999995"
10350,29,"75.35","2185.15","2004-12-02","Ships","S700_2610","Euro Shopping Channel","2185.1499999999996"
10217,31,"88","2728","2004-02-04","Classic Cars","S700_2824","Handji Gifts& Co","2728"
10229,50,"100","5614","2004-03-11","Classic Cars","S700_2824","Mini Gifts Distributors Ltd.","5000"
10245,44,"100","4628.8","2004-05-04","Classic Cars","S700_2824","Super Scale Inc.","4400"
10258,45,"80.92","3641.4","2004-06-15","Classic Cars","S700_2824","Tokyo Collectables, Ltd","3641.4"
10270,46,"88","4048","2004-07-19","Classic Cars","S700_2824","Souveniers And Things Co.","4048"
10281,27,"85.98","2321.46","2004-08-19","Classic Cars","S700_2824","Diecast Classics Inc.","2321.46"
10291,28,"100","3256.96","2004-09-08","Classic Cars","S700_2824","Scandinavian Gift Ideas","2800"
10304,40,"100","4208","2004-10-11","Classic Cars","S700_2824","Auto Assoc. & Cie.","4000"
10313,30,"99.13","2973.9","2004-10-22","Classic Cars","S700_2824","Canadian Gift Exchange Network","2973.8999999999996"
10324,34,"100","4248.3","2004-11-05","Classic Cars","S700_2824","Vitachrome Inc.","3400"
10336,46,"100","9558.8","2004-11-20","Classic Cars","S700_2824","La Corne D'Abondance, Co.","4600"
10348,32,"82.83","2650.56","2004-11-01","Classic Cars","S700_2824","Corrida Auto Replicas, Ltd","2650.56"
10358,27,"100","3761.37","2004-12-10","Classic Cars","S700_2824","Euro Shopping Channel","2700"
10210,25,"100","2818","2004-01-12","Planes","S700_2834","Osaka Souveniers Co.","2500"
10223,29,"100","3199.86","2004-02-20","Planes","S700_2834","Australian Collectors, Co.","2900"
10235,25,"96.11","2402.75","2004-04-02","Planes","S700_2834","Royal Canadian Collectables, Ltd.","2402.75"
10250,44,"100","6055.72","2004-05-11","Planes","S700_2834","The Sharp Gifts Warehouse","4400"
10263,47,"100","5465.16","2004-06-28","Planes","S700_2834","Gift Depot Inc.","4700"
10275,48,"100","6378.72","2004-07-23","Planes","S700_2834","La Rochelle Gifts","4800"
10285,45,"100","5392.8","2004-08-27","Planes","S700_2834","Marta'S Replicas Co.","4500"
10297,35,"100","3986.5","2004-09-16","Planes","S700_2834","Clover Collections, Co.","3500"
10308,31,"100","4009.23","2004-10-15","Planes","S700_2834","Mini Classics","3100"
10318,50,"100","7119","2004-11-02","Planes","S700_2834","Diecast Classics Inc.","5000"
10328,33,"100","4072.2","2004-11-12","Planes","S700_2834","Rovelli Gifts","3300"
10340,29,"100","4094.51","2004-11-24","Planes","S700_2834","Enaco Distributors","2900"
10353,48,"68.8","3302.4","2004-12-04","Planes","S700_2834","Gift Ideas Corp.","3302.3999999999996"
10361,44,"72.42","3186.48","2004-12-17","Planes","S700_2834","Souveniers And Things Co.","3186.48"
10210,31,"86.4","2678.4","2004-01-12","Planes","S700_3167","Osaka Souveniers Co.","2678.4"
10223,26,"67.2","1747.2","2004-02-20","Planes","S700_3167","Australian Collectors, Co.","1747.2"
10235,32,"92","2944","2004-04-02","Planes","S700_3167","Royal Canadian Collectables, Ltd.","2944"
10250,44,"67.2","2956.8","2004-05-11","Planes","S700_3167","The Sharp Gifts Warehouse","2956.8"
10262,27,"76","2052","2004-06-24","Planes","S700_3167","Euro Shopping Channel","2052"
10275,43,"73.6","3164.8","2004-07-23","Planes","S700_3167","La Rochelle Gifts","3164.7999999999997"
10284,25,"69.6","1740","2004-08-21","Planes","S700_3167","Norway Gifts By Mail, Co.","1739.9999999999998"
10296,22,"80.8","1777.6","2004-09-15","Planes","S700_3167","Bavarian Collectables Imports, Co.","1777.6"
10308,21,"87.2","1831.2","2004-10-15","Planes","S700_3167","Mini Classics","1831.2"
10316,48,"75.2","3609.6","2004-11-01","Planes","S700_3167","Giftsbymail.Co.Uk","3609.6000000000004"
10328,33,"64","2112","2004-11-12","Planes","S700_3167","Rovelli Gifts","2112"
10341,34,"100","3644.12","2004-11-24","Planes","S700_3167","Salzburg Collectables","3400"
10353,43,"81.95","3523.85","2004-12-04","Planes","S700_3167","Gift Ideas Corp.","3523.85"
10361,44,"100","5001.92","2004-12-17","Planes","S700_3167","Souveniers And Things Co.","4400"
10208,37,"100","4447.4","2004-01-02","Ships","S700_3505","Saveley & Henriot, Co.","3700"
10222,38,"100","4187.22","2004-02-19","Ships","S700_3505","Collectable Mini Designs Co.","3800"
10232,48,"96.16","4615.68","2004-03-20","Ships","S700_3505","Giftsbymail.Co.Uk","4615.68"
10248,30,"100","3245.4","2004-05-07","Ships","S700_3505","Land Of Toys Inc.","3000"
10261,25,"88.15","2203.75","2004-06-17","Ships","S700_3505","Quebec Home Shopping Network","2203.75"
10273,40,"86.15","3446","2004-07-21","Ships","S700_3505","Petit Auto","3446"
10283,22,"88.15","1939.3","2004-08-20","Ships","S700_3505","Royal Canadian Collectables, Ltd.","1939.3000000000002"
10295,34,"100","3473.78","2004-09-10","Ships","S700_3505","Gifts4Allages.Com","3400"
10306,32,"90.15","2884.8","2004-10-14","Ships","S700_3505","Av Stores, Co.","2884.8"
10315,31,"86.15","2670.65","2004-10-29","Ships","S700_3505","La Rochelle Gifts","2670.65"
10327,43,"80","3440","2004-11-10","Ships","S700_3505","Danish Wholesale Imports","3440"
10337,31,"89.38","2770.78","2004-11-21","Ships","S700_3505","Classic Legends Inc.","2770.7799999999997"
10350,31,"77.34","2397.54","2004-12-02","Ships","S700_3505","Euro Shopping Channel","2397.54"
10208,33,"85.41","2818.53","2004-01-02","Ships","S700_3962","Saveley & Henriot, Co.","2818.5299999999997"
10222,31,"95.34","2955.54","2004-02-19","Ships","S700_3962","Collectable Mini Designs Co.","2955.54"
10232,35,"82.43","2885.05","2004-03-20","Ships","S700_3962","Giftsbymail.Co.Uk","2885.05"
10248,35,"90.37","3162.95","2004-05-07","Ships","S700_3962","Land Of Toys Inc.","3162.9500000000003"
10261,50,"81.43","4071.5","2004-06-17","Ships","S700_3962","Quebec Home Shopping Network","4071.5000000000005"
10273,26,"100","2969.46","2004-07-21","Ships","S700_3962","Petit Auto","2600"
10283,38,"89.38","3396.44","2004-08-20","Ships","S700_3962","Royal Canadian Collectables, Ltd.","3396.4399999999996"
10294,45,"100","4692.6","2004-09-10","Ships","S700_3962","Online Mini Collectables","4500"
10306,30,"100","3515.7","2004-10-14","Ships","S700_3962","Av Stores, Co.","3000"
10315,37,"91.37","3380.69","2004-10-29","Ships","S700_3962","La Rochelle Gifts","3380.69"
10327,37,"86.61","3204.57","2004-11-10","Ships","S700_3962","Danish Wholesale Imports","3204.57"
10337,36,"71.89","2588.04","2004-11-21","Ships","S700_3962","Classic Legends Inc.","2588.04"
10350,25,"100","2854.75","2004-12-02","Ships","S700_3962","Euro Shopping Channel","2500"
10210,42,"70.33","2953.86","2004-01-12","Planes","S700_4002","Osaka Souveniers Co.","2953.86"
10222,43,"74.03","3183.29","2004-02-19","Planes","S700_4002","Collectable Mini Designs Co.","3183.29"
10235,34,"72.55","2466.7","2004-04-02","Planes","S700_4002","Royal Canadian Collectables, Ltd.","2466.7"
10250,38,"62.19","2363.22","2004-05-11","Planes","S700_4002","The Sharp Gifts Warehouse","2363.22"
10262,35,"71.07","2487.45","2004-06-24","Planes","S700_4002","Euro Shopping Channel","2487.45"
10275,31,"72.55","2249.05","2004-07-23","Planes","S700_4002","La Rochelle Gifts","2249.0499999999997"
10284,32,"64.41","2061.12","2004-08-21","Planes","S700_4002","Norway Gifts By Mail, Co.","2061.12"
10296,47,"86.62","4071.14","2004-09-15","Planes","S700_4002","Bavarian Collectables Imports, Co.","4071.1400000000003"
10308,39,"68.11","2656.29","2004-10-15","Planes","S700_4002","Mini Classics","2656.29"
10316,44,"62.19","2736.36","2004-11-01","Planes","S700_4002","Giftsbymail.Co.Uk","2736.3599999999997"
10328,39,"85.87","3348.93","2004-11-12","Planes","S700_4002","Rovelli Gifts","3348.9300000000003"
10339,50,"57.86","2893","2004-11-23","Planes","S700_4002","Tokyo Collectables, Ltd","2893"
10352,22,"75.51","1661.22","2004-12-03","Planes","S700_4002","Auto-Moto Classics Inc.","1661.22"
10361,35,"100","4277.35","2004-12-17","Planes","S700_4002","Souveniers And Things Co.","3500"
10209,48,"44.69","2145.12","2004-01-09","Planes","S72_1253","Men 'R' Us Retailers, Ltd.","2145.12"
10222,31,"45.69","1416.39","2004-02-19","Planes","S72_1253","Collectable Mini Designs Co.","1416.3899999999999"
10249,32,"57.61","1843.52","2004-05-08","Planes","S72_1253","Cambridge Collectables Co.","1843.52"
10262,21,"57.11","1199.31","2004-06-24","Planes","S72_1253","Euro Shopping Channel","1199.31"
10274,32,"58.6","1875.2","2004-07-21","Planes","S72_1253","Collectables For Less Inc.","1875.2"
10283,43,"57.61","2477.23","2004-08-20","Planes","S72_1253","Royal Canadian Collectables, Ltd.","2477.23"
10296,21,"45.19","948.99","2004-09-15","Planes","S72_1253","Bavarian Collectables Imports, Co.","948.99"
10307,34,"53.63","1823.42","2004-10-14","Planes","S72_1253","Classic Gift Ideas, Inc","1823.42"
10316,34,"43.7","1485.8","2004-11-01","Planes","S72_1253","Giftsbymail.Co.Uk","1485.8000000000002"
10329,44,"86.13","3789.72","2004-11-15","Planes","S72_1253","Land Of Toys Inc.","3789.72"
10339,27,"76.31","2060.37","2004-11-23","Planes","S72_1253","Tokyo Collectables, Ltd","2060.37"
10352,49,"52.64","2579.36","2004-12-03","Planes","S72_1253","Auto-Moto Classics Inc.","2579.36"
10361,23,"95.2","2189.6","2004-12-17","Planes","S72_1253","Souveniers And Things Co.","2189.6"
10208,42,"63.88","2682.96","2004-01-02","Ships","S72_3212","Saveley & Henriot, Co.","2682.96"
10222,36,"63.34","2280.24","2004-02-19","Ships","S72_3212","Collectable Mini Designs Co.","2280.2400000000002"
10232,24,"49.69","1192.56","2004-03-20","Ships","S72_3212","Giftsbymail.Co.Uk","1192.56"
10248,23,"65.52","1506.96","2004-05-07","Ships","S72_3212","Land Of Toys Inc.","1506.9599999999998"
10261,29,"50.78","1472.62","2004-06-17","Ships","S72_3212","Quebec Home Shopping Network","1472.6200000000001"
10273,37,"45.86","1696.82","2004-07-21","Ships","S72_3212","Petit Auto","1696.82"
10283,33,"51.32","1693.56","2004-08-20","Ships","S72_3212","Royal Canadian Collectables, Ltd.","1693.56"
10293,32,"60.06","1921.92","2004-09-09","Ships","S72_3212","Amica Models & Co.","1921.92"
10306,35,"59.51","2082.85","2004-10-14","Ships","S72_3212","Av Stores, Co.","2082.85"
10315,40,"55.69","2227.6","2004-10-29","Ships","S72_3212","La Rochelle Gifts","2227.6"
10327,37,"86.74","3209.38","2004-11-10","Ships","S72_3212","Danish Wholesale Imports","3209.3799999999997"
10337,42,"97.16","4080.72","2004-11-21","Ships","S72_3212","Classic Legends Inc.","4080.72"
10350,20,"100","2244.4","2004-12-02","Ships","S72_3212","Euro Shopping Channel","2000"
